text,domain
Building an emotion recognition system from speech uses cepstral and deep learning to classify speaker emotional states.,Speech & Audio|Deep Learning
ML. an AI-powered and planner that creates personalized exercise routines based on goals physical capabilities workout tracks adaptation using Developing,Healthcare|Machine Learning|Mobile Development
Building an indoor positioning system using BLE fingerprinting and beacons algorithms for accurate navigation inside shopping large malls.,Geospatial Systems|IoT|Mobile Development
a graph database engine optimized for social network that traverses paths computes centrality metrics.,Database Systems|Social Media Analytics
Creating a token-based crowdfunding platform using blockchain smart contracts with fund release investor governance mechanisms.,Blockchain|Finance
"Developing to phishing email detection system that analyzes email writing embedded URLs, and a style headers, classify messages as legitimate or fraudulent.",Cybersecurity|Natural Language Processing|Machine Learning
a Creating home energy system using current transformer sensors energy a Raspberry Pi tracks and in,IoT|Data Analytics|Environmental Science
Developing customer lifetime model using survival analysis and machine learning to help subscription businesses reduce churn.,Data Analytics|Machine Learning|Finance
Building a fragment electrophoresis image analysis tool that automatically identifies weight gel sizes by comparing band against positions a molecular DNA ladder.,Biomedical Engineering|Image Processing
Developing a medication adherence mobile uses smart scanning for barcode identification and sends pill reminders based prescription schedules.,Mobile Development|Healthcare
Creating a task management platform with Kanban board drag-and-drop functionality real-time collaboration task assignment deadline tracking and role-based access control using GraphQL.,Web Development|Automation
"Developing an AI-powered case research assistant judicial searches legal law databases, identifies relevant precedents, and that summarizes reasoning.",Legal|Natural Language Processing|Machine Learning
